区,招生学校,最低分,同分优待,综评,语数外,数学,语文,综合测试
嘉定区,上海市格致中学,749,否,50,410,137,127,143
嘉定区,上海市大同中学,740.5,否,50,405.5,128,131,141
嘉定区,上海外国语大学附属大境中学,707.5,否,50,390.5,122,128,122
嘉定区,上海市光明中学,707.5,否,50,381,128,114,142
嘉定区,上海市卢湾高级中学,717.5,否,50,386.5,124,118,137
嘉定区,同济大学科技中学,762,否,50,420,143,129,145
嘉定区,上海市第二中学,714.5,否,50,387.5,127,128,133
嘉定区,上海市南洋模范中学,755.5,否,50,420.5,144,132,140
嘉定区,上海市上海中学,769,否,50,422,144,131,148
嘉定区,上海市位育中学,743,否,50,400,130,124,148
嘉定区,上海市南洋中学,731.5,否,50,397.5,129,124,139
嘉定区,上海市第三女子中学,714.5,否,50,393,126,123,125
嘉定区,上海市延安中学,750.5,否,50,424.5,141,136,133
嘉定区,上海市复旦中学,735,否,50,399,137,126,144
嘉定区,上海市育才中学,737.5,否,50,408.5,128,135,132
嘉定区,上海市新中高级中学,726.5,否,50,395.5,129,123,138
嘉定区,上海市市北中学,722.5,否,50,388,132,113,139
嘉定区,上海市回民中学,707,否,50,386.5,122,132,133
嘉定区,上海市华东模范中学,702,否,50,380.5,115,124,130.5
嘉定区,上海市晋元高级中学,743.5,否,50,406.5,129,132,141
嘉定区,上海市曹杨第二中学,755,否,50,417,140,130,140
嘉定区,上海市宜川中学,716,否,50,380,127,128,140
嘉定区,华东师范大学第二附属中学（普陀校区）,757.5,否,50,417.5,137,134,146
嘉定区,复旦大学附属复兴中学,750.5,否,50,409.5,135,133,146
嘉定区,华东师范大学第一附属中学,740,否,50,407,143,120,142
嘉定区,上海财经大学附属北郊高级中学,712.5,否,50,383.5,113,128,132
嘉定区,上海市杨浦高级中学,729.5,否,50,401.5,122,130,130
嘉定区,上海市控江中学,750,否,50,410,135,130,148
嘉定区,上海交通大学附属中学,768.5,否,50,425.5,142,137,148
嘉定区,复旦大学附属中学,768,否,50,427,143,138,145
嘉定区,同济大学第一附属中学,740,否,50,401,128,131,144
嘉定区,上海市七宝中学,757,否,50,413,142,128,147
嘉定区,华东师范大学第二附属中学闵行紫竹分校,757,否,50,415,139,131,144
嘉定区,上海师范大学附属中学闵行分校,730,否,50,401,133,123,131
嘉定区,上海市闵行中学,728.5,否,50,402.5,129,130,131
嘉定区,上海市行知中学,745.5,否,50,406.5,127,137,145
嘉定区,上海大学附属中学,729.5,否,50,392.5,133,121,139
嘉定区,上海师范大学附属中学宝山分校,740,否,50,421,141,134,131
嘉定区,上海市吴淞中学,725.5,否,50,407,139,125,134
嘉定区,华东师范大学第二附属中学（宝山校区）,751,否,50,415,138,134,144
嘉定区,上海市嘉定区第一中学,741.5,否,50,403.5,124,137,143
嘉定区,上海交通大学附属中学嘉定分校,766,否,50,423.5,138,138,146
嘉定区,上海师范大学附属中学嘉定新城分校,747.5,否,50,414.5,146,129,138
嘉定区,上海中学东校,742,否,50,410,142,120,135
嘉定区,上海市建平中学,740,否,50,394.5,138,118,146
嘉定区,上海市进才中学,741,否,50,400,136,123,147
嘉定区,华东师范大学第二附属中学,764.5,否,50,429.5,150,133,138
嘉定区,上海南汇中学,713,否,50,396,131,122,124
嘉定区,上海市浦东复旦附中分校,749,否,50,414,142,125,139
嘉定区,上海师范大学附属中学,747.5,否,50,412.5,129,138,142
嘉定区,上海市洋泾中学,712,否,50,379,108,129,138
嘉定区,上海市高桥中学,720.5,否,50,393,116,132,136
嘉定区,上海市川沙中学,724.5,否,50,390.5,129,125,138
嘉定区,上海市金山中学,722.5,否,50,388.5,123,123,136
嘉定区,华东师范大学第三附属中学,712,否,50,386,116,128,131
嘉定区,上海市松江二中,755,否,50,414,140,131,146
嘉定区,华东师范大学第二附属中学松江分校,754,否,50,415,136,133,143
嘉定区,上海师范大学附属中学松江分校,705,否,50,382,114,127,130
嘉定区,上海市松江一中,709,否,50,390,124,124,127
嘉定区,上海外国语大学附属外国语学校松江云间中学,734.5,否,50,405.5,138,125,135
嘉定区,上海市青浦高级中学,729.5,否,50,400.5,131,126,134
嘉定区,复旦大学附属中学青浦分校,753.5,否,50,417,142,132,140
嘉定区,上海市朱家角中学,706,否,50,392.5,130,121,120
嘉定区,上海市奉贤中学,748,否,50,413,132,137,139
嘉定区,上海市崇明中学,716.5,否,50,386.5,125,124,138
奉贤区,上海市格致中学,735.5,否,50,407.5,137,126,135
奉贤区,上海市格致中学（奉贤校区）,737,否,50,402.5,134,128,143
奉贤区,同济大学科技中学,757.5,否,50,416.5,144,127,147
奉贤区,上海市第二中学,747,否,50,406,137,128,147
奉贤区,上海市上海中学,769,否,50,422,144,134,147
奉贤区,上海市位育中学,735.5,否,50,400.5,126,130,140
奉贤区,上海市南洋中学,717,否,50,386,129,123,139
奉贤区,上海市育才中学,731.5,否,50,405.5,119,138,134
奉贤区,上海市回民中学,687,否,50,371,107,121,120
奉贤区,上海市宜川中学,715,否,50,398,132,126,121
奉贤区,华东师范大学第一附属中学,715.5,否,50,392.5,120,130,131
奉贤区,上海市杨浦高级中学,728,否,50,394,133,125,141
奉贤区,上海交通大学附属中学,767,否,50,428,147,136,144
奉贤区,复旦大学附属中学,766,否,50,422,142,134,147
奉贤区,上海市七宝中学,741.5,否,50,406.5,139,125,144
奉贤区,华东师范大学第二附属中学闵行紫竹分校,758.5,否,50,420,146,130,144
奉贤区,上海师范大学附属中学闵行分校,734,否,50,406,139,127,136
奉贤区,上海交通大学附属中学闵行分校,759,否,50,418,146,129,148
奉贤区,上海市闵行中学,738,否,50,404.5,130,127,138
奉贤区,上海市行知中学,730.5,否,50,408.5,140,122,129
奉贤区,上海大学附属中学,722.5,否,50,394.5,125,125,135
奉贤区,上海市吴淞中学,725.5,否,50,396.5,130,124,133
奉贤区,华东师范大学第二附属中学（宝山校区）,742,否,50,405.5,130,127,144
奉贤区,上海市嘉定区第一中学,720,否,50,388,128,125,135
奉贤区,上海师范大学附属中学嘉定新城分校,722.5,否,50,402.5,122,133,125
奉贤区,上海中学东校,752.5,否,50,414.5,139,133,143
奉贤区,上海市建平中学,743,否,50,410.5,137,130,136
奉贤区,上海市进才中学,743.5,否,50,403.5,134,128,143
奉贤区,华东师范大学第二附属中学,755,否,50,412,141,128,148
奉贤区,上海南汇中学,721,否,50,383,119,122,143
奉贤区,上海师范大学附属中学,747,否,50,406.5,135,132,145
奉贤区,上海市洋泾中学,732,否,50,400,122,129,138
奉贤区,上海市高桥中学,715.5,否,50,389.5,116,130,133
奉贤区,上海市川沙中学,732.5,否,50,401.5,132,125,135
奉贤区,上海市金山中学,730.5,否,50,403,134,128,139
奉贤区,华东师范大学第三附属中学,707.5,否,50,380,121,120,136
奉贤区,上海市松江二中,750.5,否,50,417.5,141,130,138
奉贤区,上海市松江一中,701.5,否,50,385.5,120,126,128
奉贤区,上海外国语大学附属外国语学校松江云间中学,742.5,否,50,411.5,126,138,137
奉贤区,上海市青浦高级中学,718,否,50,392,123,127,130
奉贤区,上海市朱家角中学,712,否,50,389,131,128,130
奉贤区,上海市奉贤中学,767,否,50,424,146,130,147
奉贤区,华东师范大学第二附属中学临港奉贤分校,746,否,50,407,142,130,147
宝山区,上海市格致中学,743,否,50,408,132,130,139
宝山区,上海市大同中学,753,否,50,414.5,146,122,145
宝山区,上海外国语大学附属大境中学,715.5,否,50,388.5,126,127,134
宝山区,上海市光明中学,709.5,否,50,389.5,116,130,129
宝山区,同济大学科技中学,752.5,否,50,411.5,139,132,147
宝山区,上海市第二中学,668.5,否,50,370,104,128,110
宝山区,上海市南洋模范中学,756,否,50,419,143,131,140
宝山区,上海市上海中学,768,否,50,424,144,133,147
宝山区,上海市位育中学,747,否,50,410,139,123,141
宝山区,上海市南洋中学,691,否,50,371,104,131,128
宝山区,上海市第三女子中学,727,否,50,398,125,130,133
宝山区,上海市延安中学,734,否,50,399,133,124,138
宝山区,上海市复旦中学,725.5,否,50,393.5,136,124,143
宝山区,上海市市西中学,747.5,否,50,406,135,129,147
宝山区,上海市育才中学,740,否,50,408,131,131,132
宝山区,上海市新中高级中学,725.5,否,50,396.5,135,120,133
宝山区,上海市市北中学,728,否,50,395,138,125,141
宝山区,上海市回民中学,691,否,50,372,110,118,135
宝山区,上海市第六十中学,698.5,否,50,371.5,124,124,140
宝山区,上海市华东模范中学,699,否,50,365,134,121,141
宝山区,上海市晋元高级中学,740,否,50,410,132,134,143
宝山区,上海市曹杨第二中学,757,否,50,417.5,141,134,144
宝山区,上海市宜川中学,710.5,否,50,387.5,121,120,136
宝山区,复旦大学附属复兴中学,746.5,否,50,407.5,129,134,142
宝山区,华东师范大学第一附属中学,737,否,50,402,130,129,138
宝山区,上海财经大学附属北郊高级中学,727,否,50,404,124,133,136
宝山区,上海市杨浦高级中学,728,否,50,391.5,126,126,142
宝山区,上海市控江中学,753,否,50,418,142,131,140
宝山区,上海交通大学附属中学,767,否,50,425.5,146,133,147
宝山区,复旦大学附属中学,763,否,50,425,146,133,140
宝山区,同济大学第一附属中学,722,否,50,387,119,122,141
宝山区,上海市七宝中学,761,否,50,422,146,131,146
宝山区,华东师范大学第二附属中学闵行紫竹分校,753,否,50,420.5,145,131,138
宝山区,上海师范大学附属中学闵行分校,714,否,50,381.5,131,116,142
宝山区,上海市闵行中学,727.5,否,50,396,127,124,137
宝山区,上海市行知中学,753,否,50,420.5,144,129,140
宝山区,上海大学附属中学,730.5,否,50,402.5,137,125,135
宝山区,上海师范大学附属中学宝山分校,745,否,50,406.5,133,130,140
宝山区,上海市吴淞中学,739,否,50,407,137,125,141
宝山区,华东师范大学第二附属中学（宝山校区）,766.5,否,50,425.5,140,137,145
宝山区,上海市嘉定区第一中学,737.5,否,50,405.5,132,134,139
宝山区,上海交通大学附属中学嘉定分校,762.5,否,50,423.5,143,136,146
宝山区,上海师范大学附属中学嘉定新城分校,736.5,否,50,402.5,136,128,144
宝山区,上海中学东校,744.5,否,50,402.5,138,122,145
宝山区,上海市建平中学,753,否,50,418,140,134,142
宝山区,上海市进才中学,751.5,否,50,415,142,128,143
宝山区,华东师范大学第二附属中学,764,否,50,422,150,130,146
宝山区,上海南汇中学,723,否,50,398,131,122,131
宝山区,上海市浦东复旦附中分校,761,否,50,418,140,137,148
宝山区,上海市洋泾中学,730,否,50,399,134,121,138
宝山区,上海市高桥中学,721.5,否,50,392.5,128,126,141
宝山区,上海市川沙中学,721,否,50,394,121,127,136
宝山区,上海市金山中学,726.5,否,50,398.5,139,132,138
宝山区,华东师范大学第三附属中学,713.5,否,50,398.5,137,126,123
宝山区,上海市松江二中,749.5,否,50,419.5,141,133,139
宝山区,上海市松江一中,717.5,否,50,390.5,129,119,137
宝山区,上海外国语大学附属外国语学校松江云间中学,742,否,50,407,138,127,141
宝山区,上海市青浦高级中学,722.5,否,50,400,131,128,135
宝山区,复旦大学附属中学青浦分校,758.5,否,50,419.5,143,132,140
宝山区,上海市朱家角中学,709.5,否,50,379.5,119,128,135
宝山区,上海市奉贤中学,743.5,否,50,401,136,119,146
宝山区,华东师范大学第二附属中学临港奉贤分校,712,否,50,376,123,115,141
宝山区,上海市崇明中学,715,否,50,388.5,123,122,132
宝山区,上海市实验学校东滩高级中学,725.5,否,50,394.5,125,129,136
崇明区,同济大学科技中学,747.5,否,50,407.5,141,124,144
崇明区,上海市上海中学,762,否,50,425,138,142,143
崇明区,上海市育才中学,717,否,50,400.5,134,127,125
崇明区,上海市宜川中学,668.5,否,50,364.5,117,116,119
崇明区,上海市控江中学,752.5,否,50,416.5,141,133,140
崇明区,上海交通大学附属中学,761.5,否,50,425.5,144,137,140
崇明区,复旦大学附属中学,763,否,50,420,147,126,147
崇明区,上海师范大学附属中学闵行分校,736,否,50,399,130,128,143
崇明区,上海市闵行中学,724.5,否,50,392.5,124,129,139
崇明区,上海市行知中学,735,否,50,399,135,124,140
崇明区,上海大学附属中学,722.5,否,50,391.5,124,132,137
崇明区,上海师范大学附属中学宝山分校,723.5,否,50,393,130,127,135
崇明区,上海市吴淞中学,720,否,50,393,128,124,133
崇明区,华东师范大学第二附属中学（宝山校区）,759,否,50,416,142,131,146
崇明区,上海师范大学附属中学嘉定新城分校,711,否,50,389,119,128,133
崇明区,上海市建平中学,748.5,否,50,412.5,141,127,141
崇明区,上海市进才中学,721,否,50,384,124,120,142
崇明区,华东师范大学第二附属中学,764.5,否,50,421.5,141,132,145
崇明区,上海南汇中学,709,否,50,382,113,127,130
崇明区,上海市浦东复旦附中分校,756.5,否,50,416,137,130,146
崇明区,上海市洋泾中学,722.5,否,50,394,120,129,132
崇明区,上海市高桥中学,696,否,50,378,128,117,127
崇明区,上海市川沙中学,702,否,50,381,126,115,128
崇明区,华东师范大学第三附属中学,701,否,50,376,118,121,133
崇明区,上海市松江一中,684,否,50,368,117,120,127
崇明区,上海外国语大学附属外国语学校松江云间中学,697,否,50,376,123,118,126
崇明区,上海市青浦高级中学,709.5,否,50,387,131,123,134
崇明区,上海市朱家角中学,693,否,50,369,111,119,135
崇明区,上海市奉贤中学,743,否,50,409,132,131,142
崇明区,上海市崇明中学,740,否,50,413,133,133,134
崇明区,上海市实验学校东滩高级中学,739.5,否,50,398.5,140,119,145
徐汇区,上海市格致中学,745.5,否,50,403.5,126,133,146
徐汇区,上海市大同中学,747,否,50,410,144,126,143
徐汇区,上海市向明中学,741.5,否,50,403.5,134,127,138
徐汇区,上海外国语大学附属大境中学,726,否,50,387,122,124,143
徐汇区,上海市光明中学,716,否,50,397,124,129,127
徐汇区,上海市敬业中学,729.5,否,50,393.5,126,125,139
徐汇区,上海市卢湾高级中学,717,否,50,394,127,124,134
徐汇区,同济大学科技中学,760,否,50,420.5,141,136,146
徐汇区,上海市第二中学,739.5,否,50,403,144,121,142
徐汇区,上海市第二中学（梅陇校区）,738.5,否,50,402.5,131,127,140
徐汇区,上海市南洋模范中学,765.5,否,50,422.5,142,135,146
徐汇区,上海市上海中学,767,否,50,423,146,130,147
徐汇区,上海市位育中学,753,否,50,418,138,133,141
徐汇区,复旦大学附属中学徐汇分校,766,否,50,421,147,131,147
徐汇区,上海市南洋中学,735,否,50,399.5,136,123,144
徐汇区,上海市第三女子中学,728,否,50,394,126,126,141
徐汇区,上海市延安中学,747.5,否,50,412.5,140,125,140
徐汇区,上海市复旦中学,728.5,否,50,401.5,139,120,132
徐汇区,上海市市西中学,747,否,50,415,135,135,139
徐汇区,上海市育才中学,730.5,否,50,395.5,126,130,140
徐汇区,上海市新中高级中学,676.5,否,50,364.5,119,112,130
徐汇区,上海市市北中学,744,否,50,401,142,118,147
徐汇区,上海市回民中学,690.5,否,50,369.5,110,125,124
徐汇区,上海市第六十中学,703,否,50,375,124,116,134
徐汇区,上海市华东模范中学,712.5,否,50,387.5,116,131,133
徐汇区,上海市曹杨第二中学,755,否,50,414,135,135,146
徐汇区,上海市宜川中学,719,否,50,389,121,129,133
徐汇区,华东师范大学第二附属中学（普陀校区）,763,否,50,425,145,135,140
徐汇区,上海财经大学附属北郊高级中学,699.5,否,50,375.5,126,114,133
徐汇区,上海市杨浦高级中学,736.5,否,50,411.5,145,122,134
徐汇区,上海市控江中学,746,否,50,411,134,131,142
徐汇区,上海交通大学附属中学,767.5,否,50,428.5,143,136,145
徐汇区,复旦大学附属中学,764,否,50,421,148,129,149
徐汇区,上海市七宝中学,761,否,50,414,135,135,148
徐汇区,华东师范大学第二附属中学闵行紫竹分校,757,否,50,418,146,126,143
徐汇区,上海师范大学附属中学闵行分校,738.5,否,50,410.5,139,126,137
徐汇区,上海交通大学附属中学闵行分校,763,否,50,425,143,136,142
徐汇区,上海市闵行中学,728.5,否,50,398.5,134,122,136
徐汇区,上海市行知中学,756,否,50,417,146,126,145
徐汇区,上海大学附属中学,722,否,50,397,122,133,132
徐汇区,上海师范大学附属中学宝山分校,734.5,否,50,402.5,128,127,139
徐汇区,上海市吴淞中学,699,否,50,378.5,118,118,125
徐汇区,华东师范大学第二附属中学（宝山校区）,750,否,50,412.5,140,127,146
徐汇区,上海市嘉定区第一中学,717,否,50,385,133,119,139
徐汇区,上海交通大学附属中学嘉定分校,758,否,50,422,147,127,143
徐汇区,上海师范大学附属中学嘉定新城分校,723,否,50,402,136,125,133
徐汇区,上海中学东校,745,否,50,411,138,128,139
徐汇区,上海市建平中学,753,否,50,412,144,128,143
徐汇区,上海市进才中学,752.5,否,50,413.5,142,131,144
徐汇区,华东师范大学第二附属中学,756.5,否,50,417.5,146,126,146
徐汇区,上海南汇中学,714,否,50,386,130,119,133
徐汇区,上海市浦东复旦附中分校,762,否,50,421,142,131,144
徐汇区,上海师范大学附属中学,746,否,50,406,131,130,143
徐汇区,上海市洋泾中学,734,否,50,407,137,132,133
徐汇区,上海市高桥中学,700.5,否,50,382.5,117,123,123
徐汇区,上海市川沙中学,727,否,50,390,122,125,144
徐汇区,上海市金山中学,736,否,50,403,137,122,139
徐汇区,华东师范大学第三附属中学,694.5,否,50,367.5,109,127,131
徐汇区,上海市松江二中,740.5,否,50,402.5,131,127,142
徐汇区,华东师范大学第二附属中学松江分校,757,否,50,422,150,128,140
徐汇区,上海师范大学附属中学松江分校,723,否,50,394,121,131,134
徐汇区,上海市松江一中,697.5,否,50,381.5,104,137,125
徐汇区,上海外国语大学附属外国语学校松江云间中学,739.5,否,50,405.5,131,135,139
徐汇区,上海市青浦高级中学,694.5,否,50,368.5,104,127,130
徐汇区,复旦大学附属中学青浦分校,747.5,否,50,409.5,144,125,146
徐汇区,上海市朱家角中学,711.5,否,50,387.5,133,122,138
徐汇区,上海市奉贤中学,750.5,否,50,413.5,142,131,143
徐汇区,华东师范大学第二附属中学临港奉贤分校,741.5,否,50,405.5,135,127,140
徐汇区,上海市崇明中学,711.5,否,50,381.5,129,125,135
普陀区,上海市格致中学,753,否,50,412.5,135,131,143
普陀区,上海市大同中学,754.5,否,50,415.5,134,134,145
普陀区,上海市向明中学,726,否,50,402,131,125,132
普陀区,上海外国语大学附属大境中学,703.5,否,50,381.5,118,128,128
普陀区,上海市光明中学,723.5,否,50,388.5,109,134,139
普陀区,上海市敬业中学,726.5,否,50,410.5,141,126,125
普陀区,同济大学科技中学,753,否,50,415,140,127,142
普陀区,上海市第二中学,702,否,50,390,114,131,118
普陀区,上海市南洋模范中学,760,否,50,421,144,133,143
普陀区,上海市上海中学,767.5,否,50,422.5,139,134,146
普陀区,上海市位育中学,749.5,否,50,410.5,145,125,141
普陀区,上海市南洋中学,730,否,50,409,133,129,127
普陀区,上海市第三女子中学,722.5,否,50,395,121,130,133
普陀区,上海市延安中学,753,否,50,413,134,132,145
普陀区,上海市复旦中学,733,否,50,403,129,131,137
普陀区,上海市市西中学,748.5,否,50,409.5,122,141,144
普陀区,上海市育才中学,742,否,50,410,135,132,135
普陀区,上海市新中高级中学,735,否,50,411,142,133,130
普陀区,上海市市北中学,734.5,否,50,406,128,136,133
普陀区,上海市回民中学,691.5,否,50,379.5,139,115,128
普陀区,上海市第六十中学,696.5,否,50,380,122,122,124.5
普陀区,上海市华东模范中学,709,否,50,384.5,115,125,134
普陀区,上海市晋元高级中学,748,否,50,409,136,129,148
普陀区,上海市曹杨第二中学,766,否,50,423,141,138,145
普陀区,上海市宜川中学,731,否,50,396,127,133,136
普陀区,华东师范大学第二附属中学（普陀校区）,769,否,50,426,146,135,144
普陀区,复旦大学附属复兴中学,753,否,50,415,138,128,142
普陀区,华东师范大学第一附属中学,727.5,否,50,397.5,132,125,138
普陀区,上海财经大学附属北郊高级中学,710,否,50,391,125,121,130
普陀区,上海市杨浦高级中学,734.5,否,50,405.5,129,130,138
普陀区,上海市控江中学,752,否,50,414,147,121,144
普陀区,上海交通大学附属中学,769.5,否,50,432.5,150,136,142
普陀区,复旦大学附属中学,768,否,50,427,150,135,145
普陀区,上海市七宝中学,759.5,否,50,423.5,147,129,144
普陀区,华东师范大学第二附属中学闵行紫竹分校,759,否,50,419,148,129,145
普陀区,上海交通大学附属中学闵行分校,762,否,50,421,142,133,145
普陀区,上海市闵行中学,722.5,否,50,396.5,122,128,134
普陀区,上海市行知中学,737,否,50,399,119,136,142
普陀区,上海大学附属中学,733,否,50,399.5,134,124,140
普陀区,上海师范大学附属中学宝山分校,738,否,50,405,140,119,140
普陀区,上海市吴淞中学,718,否,50,395,120,132,130
普陀区,华东师范大学第二附属中学（宝山校区）,763.5,否,50,424.5,146,132,146
普陀区,上海市嘉定区第一中学,742,否,50,414,130,139,137
普陀区,上海交通大学附属中学嘉定分校,764,否,50,417,142,131,148
普陀区,上海师范大学附属中学嘉定新城分校,738.5,否,50,398.5,124,133,147
普陀区,上海中学东校,746,否,50,410,130,134,138
普陀区,上海市建平中学,751.5,否,50,407.5,136,128,147
普陀区,上海市进才中学,750.5,是,,,,,
普陀区,华东师范大学第二附属中学,767,否,50,425,147,130,146
普陀区,上海南汇中学,716,否,50,398,129,129,132
普陀区,上海市浦东复旦附中分校,763.5,否,50,419.5,140,134,145
普陀区,上海师范大学附属中学,749,否,50,411,137,134,142
普陀区,上海市洋泾中学,727.5,否,50,398.5,123,128,135
普陀区,上海市高桥中学,724,否,50,389.5,110,133,138
普陀区,上海市川沙中学,737,否,50,405,138,124,137
普陀区,上海市金山中学,720.5,否,50,384.5,113,128,141
普陀区,华东师范大学第三附属中学,713.5,否,50,384.5,114,135,132
普陀区,上海市松江二中,756.5,否,50,413.5,135,133,144
普陀区,上海市松江一中,713.5,否,50,386.5,124,125,136
普陀区,上海外国语大学附属外国语学校松江云间中学,751,否,50,410,136,131,145
普陀区,上海市青浦高级中学,736.5,否,50,402.5,137,122,140
普陀区,复旦大学附属中学青浦分校,764,否,50,422,144,132,144
普陀区,上海市朱家角中学,709.5,否,50,381.5,120,124,137
普陀区,上海市奉贤中学,757,否,50,419,143,133,144
普陀区,华东师范大学第二附属中学临港奉贤分校,741.5,否,50,402.5,131,125,146
普陀区,上海市崇明中学,707,否,50,380,130,112,132
杨浦区,上海市格致中学,746.5,否,50,410.5,141,123,140
杨浦区,上海市大同中学,747,否,50,404,122,135,146
杨浦区,上海市向明中学,720.5,否,50,385.5,119,120,145
杨浦区,上海外国语大学附属大境中学,695.5,否,50,379.5,112,132,124
杨浦区,上海市光明中学,709,否,50,377,114,122,140
杨浦区,上海市敬业中学,706.5,否,50,389.5,123,128,132
杨浦区,同济大学科技中学,756.5,否,50,420.5,146,129,142
杨浦区,上海市第二中学,710.5,否,50,391.5,133,125,131
杨浦区,上海市南洋模范中学,761.5,否,50,418.5,143,129,146
杨浦区,上海市上海中学,768.5,否,50,423.5,143,136,148
杨浦区,上海市位育中学,754.5,否,50,416,138,133,146
杨浦区,复旦大学附属中学徐汇分校,755.5,否,50,411.5,141,125,146
杨浦区,上海市南洋中学,718,否,50,391.5,124,123,130
杨浦区,上海市第三女子中学,732.5,否,50,395.5,115,133,141
杨浦区,上海市延安中学,754.5,否,50,409.5,130,132,147
杨浦区,上海市复旦中学,717.5,否,50,394.5,135,128,133
杨浦区,上海市市西中学,744.5,否,50,416.5,140,132,137
杨浦区,上海市育才中学,736.5,否,50,400.5,140,119,145
杨浦区,上海市新中高级中学,726,否,50,392,133,118,144
杨浦区,上海市市北中学,736,否,50,396,135,120,144
杨浦区,上海市回民中学,687,否,50,368,104,128,133
杨浦区,上海市第六十中学,714.5,否,50,391.5,126,126,131
杨浦区,上海市曹杨第二中学,756,否,50,415.5,141,130,142
杨浦区,上海市宜川中学,715,否,50,386,129,122,137
杨浦区,复旦大学附属复兴中学,754.5,否,50,409.5,131,131,148
杨浦区,华东师范大学第一附属中学,743,否,50,410.5,142,133,140
杨浦区,上海财经大学附属北郊高级中学,733,否,50,400.5,121,131,138
杨浦区,上海市杨浦高级中学,740.5,否,50,406,125,138,141
杨浦区,上海市控江中学,758,否,50,415,137,130,146
杨浦区,上海交通大学附属中学,765,是,,,,,
杨浦区,复旦大学附属中学,765,否,50,421,144,135,146
杨浦区,同济大学第一附属中学,737.5,否,50,404.5,131,129,141
杨浦区,上海市七宝中学,762.5,否,50,416.5,138,130,148
杨浦区,华东师范大学第二附属中学闵行紫竹分校,753,否,50,408,130,133,149
杨浦区,上海师范大学附属中学闵行分校,739.5,否,50,397.5,127,132,144
杨浦区,上海交通大学附属中学闵行分校,765,否,50,428,147,136,144
杨浦区,上海市闵行中学,744.5,否,50,406,140,125,145
杨浦区,上海市行知中学,744,否,50,406,137,125,146
杨浦区,上海大学附属中学,732,否,50,403,132,127,134
杨浦区,上海师范大学附属中学宝山分校,735.5,否,50,397.5,125,134,142
杨浦区,上海市吴淞中学,733.5,否,50,396.5,122,131,142
杨浦区,华东师范大学第二附属中学（宝山校区）,763,否,50,427,141,139,140
杨浦区,上海市嘉定区第一中学,734.5,否,50,397.5,138,118,139
杨浦区,上海交通大学附属中学嘉定分校,765,否,50,421,144,131,149
杨浦区,上海师范大学附属中学嘉定新城分校,708.5,否,50,394.5,133,121,124
杨浦区,上海中学东校,752.5,否,50,418.5,143,131,138
杨浦区,上海市建平中学,757,否,50,418,140,129,145
杨浦区,上海市进才中学,753.5,否,50,416.5,139,132,140
杨浦区,华东师范大学第二附属中学,766,否,50,422.5,146,134,146
杨浦区,上海南汇中学,723.5,否,50,394,132,120,134
杨浦区,上海市浦东复旦附中分校,758.5,否,50,415.5,148,122,147
杨浦区,上海市洋泾中学,729,否,50,395,121,132,141
杨浦区,上海市高桥中学,723.5,否,50,391,118,127,137
杨浦区,上海市川沙中学,729,否,50,398,127,126,136
杨浦区,上海市金山中学,706,否,50,382.5,128,117,138
杨浦区,华东师范大学第三附属中学,718.5,否,50,387,123,122,141
杨浦区,上海市松江二中,735,否,50,396.5,133,119,147
杨浦区,华东师范大学第二附属中学松江分校,736,否,50,404,141,118,143
杨浦区,上海市松江一中,717,否,50,384.5,120,127,139
杨浦区,上海外国语大学附属外国语学校松江云间中学,741,否,50,398,125,131,145
杨浦区,上海市青浦高级中学,707,否,50,398,137,119,122
杨浦区,复旦大学附属中学青浦分校,755,否,50,405,134,126,144
杨浦区,上海市朱家角中学,711,否,50,388,121,121,128
杨浦区,上海市奉贤中学,756,否,50,412,134,130,147
杨浦区,华东师范大学第二附属中学临港奉贤分校,746.5,否,50,410,133,130,142
杨浦区,上海市崇明中学,716.5,否,50,389.5,115,134,132
杨浦区,上海市实验学校东滩高级中学,733,否,50,396,128,127,143
松江区,上海市格致中学,744,否,50,408,139,123,142
松江区,上海市大同中学,749,否,50,402.5,128,130,148
松江区,上海外国语大学附属大境中学,714,否,50,397.5,121,131,127
松江区,上海市光明中学,721,否,50,389.5,128,121,137
松江区,上海市敬业中学,684.5,否,50,362.5,109,120,131
松江区,上海市卢湾高级中学,726,否,50,396,134,117,136
松江区,同济大学科技中学,759,否,50,415,137,132,149
松江区,上海市第二中学,678,否,50,365.5,109,119,125
松江区,上海市南洋模范中学,765,否,50,420,144,133,147
松江区,上海市上海中学,768,否,50,427,148,132,145
松江区,上海市位育中学,753,否,50,416,138,135,139
松江区,复旦大学附属中学徐汇分校,757.5,否,50,413.5,133,132,147
松江区,上海市南洋中学,732,否,50,393,119,130,143
松江区,上海市第三女子中学,718.5,否,50,394,128,126,131
松江区,上海市延安中学,753.5,否,50,411.5,138,134,146
松江区,上海市复旦中学,734.5,否,50,404,143,128,142
松江区,上海市育才中学,735,否,50,402,133,128,138
松江区,上海市回民中学,706.5,否,50,383,112,128,129
松江区,上海市晋元高级中学,747,否,50,408,145,117,144
松江区,上海市曹杨第二中学,757.5,否,50,427.5,146,137,136
松江区,华东师范大学第一附属中学,720.5,否,50,387,125,123,129
松江区,上海市杨浦高级中学,741,否,50,408.5,146,121,140
松江区,上海市控江中学,757.5,否,50,417.5,136,133,143
松江区,上海交通大学附属中学,769,否,50,427.5,142,139,146
