区,初中学校,招生学校,最低分,同分优待,综评,语数外,数学,语文,综合测试
杨浦区,上海市建设初级中学,同济大学第一附属中学,725,否,50,396,131,122,132
杨浦区,上海市东辽阳中学,上海市杨浦高级中学,699.5,否,50,380.5,115,121,131
杨浦区,上海市东辽阳中学,上海市控江中学,757,否,50,422.5,146,132,143
杨浦区,上海市东辽阳中学,同济大学第一附属中学,704,否,50,369,132,111,142
杨浦区,上海市二十五中学,上海市上海中学,751,否,50,409,134,128,145
杨浦区,上海市二十五中学,上海市杨浦高级中学,732,否,50,397,124,133,144
杨浦区,上海市二十五中学,上海市控江中学,731.5,否,50,398.5,139,125,138
杨浦区,上海市二十五中学,同济大学第一附属中学,716.5,否,50,376.5,117,119,142
杨浦区,上海理工大学附属初级中学,上海市杨浦高级中学,739.5,否,50,401.5,128,131,140
杨浦区,上海理工大学附属初级中学,上海市控江中学,752.5,否,50,412.5,135,130,144
杨浦区,上海理工大学附属初级中学,上海交通大学附属中学,764.5,否,50,422.5,144,135,143
杨浦区,上海理工大学附属初级中学,同济大学第一附属中学,727.5,否,50,402.5,135,121,133
杨浦区,上海市杨浦区教育学院附属中学,上海市杨浦高级中学,737,否,50,405,126,137,139
杨浦区,上海市杨浦区教育学院附属中学,上海市控江中学,751.5,否,50,418.5,140,133,137
杨浦区,上海市杨浦区教育学院附属中学,复旦大学附属中学,758.5,否,50,422.5,146,134,141
杨浦区,上海市杨浦区教育学院附属中学,同济大学第一附属中学,724,否,50,400.5,139,119,135
杨浦区,上海市同济初级中学,上海市杨浦高级中学,744,否,50,415,140,131,133
杨浦区,上海市同济初级中学,上海市控江中学,754,否,50,412,135,129,148
杨浦区,上海市同济初级中学,上海交通大学附属中学,765,否,50,423,142,135,144
杨浦区,上海市同济初级中学,同济大学第一附属中学,735,否,50,410,147,126,138
杨浦区,上海市三门中学(上海财经大学附属初级中学）,上海市杨浦高级中学,743,否,50,408,137,132,141
杨浦区,上海市三门中学(上海财经大学附属初级中学）,上海市控江中学,751.5,否,50,394.5,129,126,144
杨浦区,上海市三门中学(上海财经大学附属初级中学）,上海交通大学附属中学,757,否,50,416,143,131,142
杨浦区,上海市三门中学(上海财经大学附属初级中学）,同济大学第一附属中学,737,否,50,405,127,133,138
杨浦区,上海市包头中学,上海市杨浦高级中学,742.5,否,50,409,137,126,143
杨浦区,上海市包头中学,上海市控江中学,742,否,50,413.5,143,127,137
杨浦区,上海市包头中学,同济大学第一附属中学,714,否,50,391.5,137,117,138
杨浦区,上海市思源中学,上海市杨浦高级中学,740,否,50,403.5,128,130,144
杨浦区,上海市思源中学,上海市控江中学,752,否,50,410,132,136,143
杨浦区,上海市思源中学,同济大学第一附属中学,733,否,50,397,131,125,142
杨浦区,上海市鞍山实验中学,上海市杨浦高级中学,744,否,50,404.5,138,126,146
杨浦区,上海市鞍山实验中学,上海市控江中学,750.5,否,50,407.5,134,129,146
杨浦区,上海市鞍山实验中学,复旦大学附属中学,757.5,否,50,414.5,138,133,147
杨浦区,上海市鞍山实验中学,同济大学第一附属中学,724.5,否,50,394.5,124,130,139
杨浦区,上海市同济第二初级中学,上海市杨浦高级中学,732,否,50,399.5,137,127,140
杨浦区,上海市同济第二初级中学,上海市控江中学,740.5,否,50,412.5,137,131,139
杨浦区,上海市同济第二初级中学,复旦大学附属中学,756.5,否,50,411.5,142,127,147
杨浦区,上海市同济第二初级中学,同济大学第一附属中学,731,否,50,406,144,124,134
杨浦区,上海市国和中学,上海市上海中学,761.5,否,50,419.5,142,133,143
杨浦区,上海市国和中学,上海市杨浦高级中学,740.5,否,50,407.5,144,123,136
杨浦区,上海市国和中学,上海市控江中学,752,否,50,410.5,143,125,144
杨浦区,上海市国和中学,同济大学第一附属中学,730.5,否,50,393.5,138,115,144
杨浦区,上海理工大学附属实验初级中学,上海市杨浦高级中学,726,否,50,396,129,128,143
杨浦区,上海理工大学附属实验初级中学,上海市控江中学,736,否,50,401,133,126,139
杨浦区,上海理工大学附属实验初级中学,上海交通大学附属中学,750,否,50,410.5,142,128,146
杨浦区,上海理工大学附属实验初级中学,同济大学第一附属中学,712,否,50,389.5,116,133,132
杨浦区,上海市控江初级中学,上海市杨浦高级中学,733.5,否,50,401.5,127,130,141
杨浦区,上海市控江初级中学,上海市控江中学,745.5,否,50,413.5,150,126,142
杨浦区,上海市控江初级中学,上海交通大学附属中学,767.5,否,50,406.5,136,126,144
杨浦区,上海市控江初级中学,同济大学第一附属中学,725,否,50,402,141,118,133
杨浦区,上海市存志学校,上海市杨浦高级中学,740,否,50,409.5,142,122,138
杨浦区,上海市存志学校,上海市控江中学,757,否,50,418,146,126,145
杨浦区,上海市存志学校,上海交通大学附属中学,766.5,否,50,425.5,146,132,143
杨浦区,上海市存志学校,同济大学第一附属中学,734,否,50,410,137,130,128
杨浦区,上海民办杨浦凯慧初级中学,上海市杨浦高级中学,737.5,否,50,401,132,126,142
杨浦区,上海民办杨浦凯慧初级中学,上海市控江中学,759,否,50,416,144,130,147
杨浦区,上海民办杨浦凯慧初级中学,上海交通大学附属中学,762,否,50,422,146,131,143
杨浦区,上海民办杨浦凯慧初级中学,同济大学第一附属中学,729,否,50,396,132,121,135
杨浦区,上海市市东实验学校（上海市市东中学）,上海市杨浦高级中学,732,否,50,399,124,135,139
杨浦区,上海市市东实验学校（上海市市东中学）,上海市控江中学,738,否,50,404,136,127,142
杨浦区,上海市市东实验学校（上海市市东中学）,同济大学第一附属中学,718.5,否,50,395.5,128,127,130
杨浦区,上海市复旦实验中学,上海市杨浦高级中学,742,否,50,405,126,134,140
杨浦区,上海市复旦实验中学,上海市控江中学,756,否,50,413,142,129,143
杨浦区,上海市复旦实验中学,上海交通大学附属中学,764.5,否,50,424.5,147,136,144
杨浦区,上海市复旦实验中学,同济大学第一附属中学,734.5,否,50,399.5,129,127,137
杨浦区,上海民办兰生中学,上海市杨浦高级中学,743.5,否,50,400.5,129,128,146
杨浦区,上海民办兰生中学,上海市控江中学,750,否,50,406,128,133,146
杨浦区,上海民办兰生中学,同济大学第一附属中学,732,否,50,401,125,132,136
杨浦区,上海市长阳实验学校,上海市杨浦高级中学,733.5,否,50,400.5,133,127,134
杨浦区,上海市长阳实验学校,上海市控江中学,748,否,50,405,133,127,145
杨浦区,上海市长阳实验学校,复旦大学附属中学,765,否,50,419,145,128,149
杨浦区,上海市长阳实验学校,同济大学第一附属中学,730,否,50,392.5,129,129,146
杨浦区,上海民办杨浦实验学校,上海市杨浦高级中学,741,否,50,414,139,132,133
杨浦区,上海民办杨浦实验学校,上海市控江中学,747.5,否,50,407,131,130,141
杨浦区,上海民办杨浦实验学校,同济大学第一附属中学,737.5,否,50,401,147,113,144
杨浦区,上海音乐学院实验学校,上海市杨浦高级中学,741,否,50,407,140,124,141
杨浦区,上海音乐学院实验学校,上海市控江中学,751,否,50,417.5,139,136,139
杨浦区,上海音乐学院实验学校,复旦大学附属中学,764,否,50,423,147,132,144
杨浦区,上海音乐学院实验学校,同济大学第一附属中学,736,否,50,402,135,126,139
杨浦区,上海市黄兴学校,上海市杨浦高级中学,734.5,否,50,394.5,128,125,143
杨浦区,上海市黄兴学校,上海市控江中学,737,否,50,405,144,131,139
杨浦区,上海市黄兴学校,上海交通大学附属中学,765,否,50,421,144,133,144
杨浦区,上海市黄兴学校,同济大学第一附属中学,729.5,否,50,403,131,134,134
杨浦区,上海市昆明学校,上海市杨浦高级中学,739,否,50,406,139,130,141
杨浦区,上海市昆明学校,上海市控江中学,748.5,否,50,410,148,119,144
杨浦区,上海市昆明学校,复旦大学附属中学,758.5,否,50,421.5,150,128,141
杨浦区,上海市昆明学校,同济大学第一附属中学,731,否,50,400,131,124,142
杨浦区,上海市育鹰学校,上海市杨浦高级中学,736.5,否,50,409.5,140,126,131
杨浦区,上海市育鹰学校,上海市控江中学,751.5,否,50,416,142,133,141
杨浦区,上海市育鹰学校,上海交通大学附属中学,764.5,否,50,418,145,131,150
杨浦区,上海市育鹰学校,同济大学第一附属中学,731.5,否,50,397.5,129,126,140
杨浦区,上海杨浦双语学校,上海市杨浦高级中学,737,否,50,403,142,124,140
杨浦区,上海杨浦双语学校,上海市控江中学,755.5,否,50,408.5,138,125,149
杨浦区,上海杨浦双语学校,复旦大学附属中学,763.5,否,50,428.5,150,132,140
杨浦区,上海杨浦双语学校,同济大学第一附属中学,726,否,50,398,131,122,137
杨浦区,上海市市光学校,上海市杨浦高级中学,727.5,否,50,395.5,130,124,141
杨浦区,上海市市光学校,上海市控江中学,735,否,50,403.5,143,127,140
杨浦区,上海市市光学校,上海交通大学附属中学,764.5,否,50,418.5,143,129,149
杨浦区,上海市市光学校,同济大学第一附属中学,725.5,否,50,387.5,117,128,142
杨浦区,上海民办沪东外国语学校,上海市杨浦高级中学,732,否,50,400,124,131,136
杨浦区,上海民办沪东外国语学校,上海市控江中学,754.5,否,50,409.5,137,129,146
杨浦区,上海民办沪东外国语学校,同济大学第一附属中学,728.5,否,50,395.5,132,128,141
杨浦区,上海民办沪东外国语学校,华东师范大学第二附属中学,757.5,否,50,421.5,139,137,142
杨浦区,上海同大实验学校,上海市杨浦高级中学,750,否,50,410,147,117,145
杨浦区,上海同大实验学校,上海市控江中学,759,否,50,416,148,124,149
杨浦区,上海同大实验学校,同济大学第一附属中学,729.5,否,50,392.5,121,128,143
杨浦区,复旦大学第二附属学校,上海市杨浦高级中学,732.5,否,50,394.5,125,124,144
杨浦区,复旦大学第二附属学校,上海市控江中学,745,否,50,410,130,137,140
杨浦区,复旦大学第二附属学校,复旦大学附属中学,768,否,50,426,140,139,145
杨浦区,复旦大学第二附属学校,同济大学第一附属中学,729.5,否,50,400,142,121,140
杨浦区,同济大学附属新江湾城实验学校,上海市杨浦高级中学,737.5,否,50,401.5,144,118,144
杨浦区,同济大学附属新江湾城实验学校,上海市控江中学,755.5,否,50,413.5,134,138,146
杨浦区,同济大学附属新江湾城实验学校,同济大学第一附属中学,735,否,50,408,132,131,134
松江区,上海市松江区第七中学,上海市松江二中,755.5,否,50,414.5,133,135,145
松江区,上海市松江区第七中学,华东师范大学第二附属中学松江分校,758.5,否,50,419.5,147,129,142
松江区,上海市松江区第七中学,上海师范大学附属中学松江分校,743,否,50,400,141,123,148
松江区,上海市松江区第七中学,上海市松江一中,730,否,50,396.5,129,127,139
松江区,上海市松江区第七中学,上海外国语大学附属外国语学校松江云间中学,744.5,否,50,406.5,144,123,144
松江区,上海对外经贸大学附属松江实验学校花园分校,上海市松江二中,751.5,否,50,418.5,144,130,136
松江区,上海对外经贸大学附属松江实验学校花园分校,华东师范大学第二附属中学松江分校,759.5,否,50,422.5,146,134,145
松江区,上海对外经贸大学附属松江实验学校花园分校,上海师范大学附属中学松江分校,737,否,50,407,138,126,137
松江区,上海对外经贸大学附属松江实验学校花园分校,上海市松江一中,731.5,否,50,408,129,132,130
松江区,上海对外经贸大学附属松江实验学校花园分校,上海外国语大学附属外国语学校松江云间中学,741,否,50,404,135,127,146
松江区,上海市松江区第五中学,上海师范大学附属中学,730,否,50,405.5,136,125,137
松江区,上海市松江区第五中学,上海市松江二中,736.5,否,50,404.5,129,129,140
松江区,上海市松江区第五中学,华东师范大学第二附属中学松江分校,744,否,50,399,131,123,148
松江区,上海市松江区第五中学,上海师范大学附属中学松江分校,742.5,否,50,408,142,127,143
松江区,上海市松江区第五中学,上海市松江一中,724.5,否,50,395,128,125,136
松江区,上海市松江区第五中学,上海外国语大学附属外国语学校松江云间中学,728.5,否,50,396.5,130,125,139
松江区,上海市松江区九亭中学,上海市松江二中,752,否,50,414,139,127,145
松江区,上海市松江区九亭中学,华东师范大学第二附属中学松江分校,760,否,50,421,142,133,142
松江区,上海市松江区九亭中学,上海师范大学附属中学松江分校,739,否,50,403,132,127,140
松江区,上海市松江区九亭中学,上海市松江一中,729.5,否,50,399.5,136,116,140
松江区,上海市松江区九亭中学,上海外国语大学附属外国语学校松江云间中学,743.5,否,50,408.5,139,132,142
松江区,上海市松江区第六中学,上海市松江二中,752,否,50,417.5,137,136,143
松江区,上海市松江区第六中学,华东师范大学第二附属中学松江分校,759,否,50,419.5,142,134,143
松江区,上海市松江区第六中学,上海师范大学附属中学松江分校,737.5,否,50,396.5,142,117,147
松江区,上海市松江区第六中学,上海市松江一中,733,否,50,402,131,129,136
松江区,上海市松江区第六中学,上海外国语大学附属外国语学校松江云间中学,735.5,否,50,399,131,124,142
松江区,上海市松江区九亭第二中学,上海市松江二中,748.5,否,50,405.5,134,131,145
松江区,上海市松江区九亭第二中学,华东师范大学第二附属中学松江分校,757,否,50,418,147,128,143
松江区,上海市松江区九亭第二中学,上海师范大学附属中学松江分校,742.5,否,50,411,142,127,134
松江区,上海市松江区九亭第二中学,上海市松江一中,733.5,否,50,404,133,128,132
松江区,上海市松江区九亭第二中学,上海外国语大学附属外国语学校松江云间中学,742.5,否,50,406,138,125,146
松江区,上海外国语大学附属外国语学校松江云间中学,上海市松江二中,750.5,是,,,,,
松江区,上海外国语大学附属外国语学校松江云间中学,华东师范大学第二附属中学松江分校,749.5,否,50,415.5,150,124,138
松江区,上海外国语大学附属外国语学校松江云间中学,上海师范大学附属中学松江分校,731.5,否,50,394,123,127,145
松江区,上海外国语大学附属外国语学校松江云间中学,上海市松江一中,731.5,否,50,392.5,117,132,145
松江区,上海外国语大学附属外国语学校松江云间中学,上海外国语大学附属外国语学校松江云间中学,746,否,50,407,136,127,145
松江区,上海市松江区新桥中学,上海市松江二中,731,否,50,393,124,126,144
松江区,上海市松江区新桥中学,华东师范大学第二附属中学松江分校,752,否,50,411,144,125,145
松江区,上海市松江区新桥中学,上海师范大学附属中学松江分校,735.5,否,50,401,136,124,141
松江区,上海市松江区新桥中学,上海市松江一中,730,否,50,394.5,125,129,142
松江区,上海市松江区新桥中学,上海外国语大学附属外国语学校松江云间中学,738,否,50,409,138,123,135
松江区,上海市松江区民办茸一中学,上海市松江二中,749,否,50,412.5,133,133,142
松江区,上海市松江区民办茸一中学,华东师范大学第二附属中学松江分校,746,否,50,407,140,128,141
松江区,上海市松江区民办茸一中学,上海师范大学附属中学松江分校,735,否,50,398.5,142,116,145
松江区,上海市松江区民办茸一中学,上海市松江一中,728,否,50,405,140,127,135
松江区,上海市松江区民办茸一中学,上海外国语大学附属外国语学校松江云间中学,744,否,50,403,138,121,147
松江区,上海市松江九峰实验学校,上海市上海中学,768,否,50,424.5,146,132,148
松江区,上海市松江九峰实验学校,上海市松江二中,753.5,否,50,411.5,137,131,145
松江区,上海市松江九峰实验学校,华东师范大学第二附属中学松江分校,757.5,否,50,417.5,136,134,141
松江区,上海市松江九峰实验学校,上海师范大学附属中学松江分校,741.5,否,50,403,132,126,142
松江区,上海市松江九峰实验学校,上海市松江一中,728.5,否,50,389.5,129,119,145
松江区,上海市松江九峰实验学校,上海外国语大学附属外国语学校松江云间中学,744,否,50,409,142,124,143
松江区,上海市松江区洞泾学校,上海市松江二中,740.5,否,50,400.5,134,121,144
松江区,上海市松江区洞泾学校,华东师范大学第二附属中学松江分校,742,否,50,408,131,135,139
松江区,上海市松江区洞泾学校,上海师范大学附属中学松江分校,734,否,50,395,137,126,145
松江区,上海市松江区洞泾学校,上海市松江一中,729.5,否,50,396,128,130,141
松江区,上海市松江区洞泾学校,上海外国语大学附属外国语学校松江云间中学,735.5,否,50,399.5,136,124,145
松江区,上海市松江二中附属浦南实验学,上海市上海中学,763.5,否,50,421,149,130,147
松江区,上海市松江二中附属浦南实验学,上海市松江二中,705,否,50,386,127,121,135
松江区,上海市松江二中附属浦南实验学,华东师范大学第二附属中学松江分校,736.5,否,50,397.5,129,126,146
松江区,上海市松江二中附属浦南实验学,上海师范大学附属中学松江分校,727.5,否,50,391.5,136,126,142
松江区,上海市松江二中附属浦南实验学,上海市松江一中,724,否,50,396.5,122,132,135
松江区,上海市松江二中附属浦南实验学,上海外国语大学附属外国语学校松江云间中学,718.5,否,50,396.5,140,119,133
松江区,上海市松江区民乐学校,上海市松江二中,749,否,50,419.5,139,136,138
松江区,上海市松江区民乐学校,华东师范大学第二附属中学松江分校,758,否,50,414,137,129,147
松江区,上海市松江区民乐学校,上海师范大学附属中学松江分校,736.5,否,50,402.5,132,125,139
松江区,上海市松江区民乐学校,上海市松江一中,731,否,50,399,131,126,140
松江区,上海市松江区民乐学校,上海外国语大学附属外国语学校松江云间中学,737.5,否,50,402.5,139,119,138
松江区,上海市松江区泗泾实验学校,上海市松江二中,745.5,否,50,406,128,135,147
松江区,上海市松江区泗泾实验学校,华东师范大学第二附属中学松江分校,737.5,否,50,409,146,120,143
松江区,上海市松江区泗泾实验学校,上海师范大学附属中学松江分校,739,否,50,414,141,131,132
松江区,上海市松江区泗泾实验学校,上海市松江一中,727,否,50,402.5,129,128,132
松江区,上海市松江区泗泾实验学校,上海外国语大学附属外国语学校松江云间中学,739.5,否,50,405.5,132,130,140
松江区,上海政法学院附属松江外国语学,复旦大学附属中学,758.5,否,50,418.5,133,136,144
松江区,上海政法学院附属松江外国语学,上海市松江二中,748.5,否,50,406.5,135,127,145
松江区,上海政法学院附属松江外国语学,华东师范大学第二附属中学松江分校,747,否,50,412,137,130,138
松江区,上海政法学院附属松江外国语学,上海师范大学附属中学松江分校,718.5,否,50,387.5,132,111,139
松江区,上海政法学院附属松江外国语学,上海市松江一中,723,否,50,392,128,127,142
松江区,上海政法学院附属松江外国语学,上海外国语大学附属外国语学校松江云间中学,741.5,否,50,409.5,133,132,138
松江区,东华大学附属实验学校松江小昆山分校,复旦大学附属中学,758,否,50,416,146,127,146
松江区,东华大学附属实验学校松江小昆山分校,上海市松江二中,737.5,否,50,406.5,140,126,141
松江区,东华大学附属实验学校松江小昆山分校,华东师范大学第二附属中学松江分校,731,否,50,394,123,126,141
松江区,东华大学附属实验学校松江小昆山分校,上海师范大学附属中学松江分校,710,否,50,390,122,127,130
松江区,东华大学附属实验学校松江小昆山分校,上海市松江一中,717,否,50,385,129,118,139
松江区,东华大学附属实验学校松江小昆山分校,上海外国语大学附属外国语学校松江云间中学,724.5,否,50,393.5,131,122,140
松江区,上海市松江区仓桥学校,上海市松江二中,735.5,否,50,402.5,147,117,143
松江区,上海市松江区仓桥学校,华东师范大学第二附属中学松江分校,690.5,否,50,366.5,105,121,132
松江区,上海市松江区仓桥学校,上海师范大学附属中学松江分校,732.5,否,50,401.5,139,131,140
松江区,上海市松江区仓桥学校,上海市松江一中,724,否,50,395,131,123,136
松江区,上海市松江区仓桥学校,上海外国语大学附属外国语学校松江云间中学,729,否,50,395,121,127,139
松江区,上海市松江区佘山学校,上海市松江二中,713,否,50,391,134,116,131
松江区,上海市松江区佘山学校,华东师范大学第二附属中学松江分校,765,否,50,426,150,132,144
松江区,上海市松江区佘山学校,上海师范大学附属中学松江分校,716,否,50,382,122,125,142
松江区,上海市松江区佘山学校,上海市松江一中,715,否,50,394,129,119,126
松江区,上海市松江区佘山学校,上海外国语大学附属外国语学校松江云间中学,727,否,50,394,147,113,144
松江区,上海市三新学校,上海市松江二中,751,否,50,421,145,132,138
松江区,上海市三新学校,华东师范大学第二附属中学松江分校,760,否,50,427,142,140,137
松江区,上海市三新学校,上海师范大学附属中学松江分校,738.5,否,50,405.5,133,127,137
松江区,上海市三新学校,上海市松江一中,733,否,50,411,135,129,130
松江区,上海市三新学校,上海外国语大学附属外国语学校松江云间中学,746.5,否,50,413.5,135,133,138
松江区,上海世外教育附属松江区车墩学,上海交通大学附属中学,738,否,50,401,137,125,143
松江区,上海世外教育附属松江区车墩学,上海市松江二中,738,否,50,401,141,120,142
松江区,上海世外教育附属松江区车墩学,华东师范大学第二附属中学松江分校,735.5,否,50,396.5,138,115,145
松江区,上海世外教育附属松江区车墩学,上海师范大学附属中学松江分校,725.5,否,50,387,119,130,144
松江区,上海世外教育附属松江区车墩学,上海市松江一中,723.5,否,50,389.5,124,124,142
松江区,上海世外教育附属松江区车墩学,上海外国语大学附属外国语学校松江云间中学,737,否,50,403,142,121,140
松江区,上海市松江区张泽学校,上海市松江二中,704.5,否,50,387,128,127,127
松江区,上海市松江区张泽学校,华东师范大学第二附属中学松江分校,743.5,否,50,401.5,145,119,146
松江区,上海市松江区张泽学校,上海师范大学附属中学松江分校,712,否,50,389,112,133,132
松江区,上海市松江区张泽学校,上海市松江一中,697,否,50,376.5,121,121,134
松江区,上海市松江区张泽学校,上海外国语大学附属外国语学校松江云间中学,716.5,否,50,392.5,132,123,134
松江区,上海市松江区天马山学校,华东师范大学第二附属中学,762,否,50,422.5,146,132,146
松江区,上海市松江区天马山学校,上海市松江二中,732,否,50,399,133,122,142
松江区,上海市松江区天马山学校,华东师范大学第二附属中学松江分校,746,否,50,412,136,131,141
松江区,上海市松江区天马山学校,上海师范大学附属中学松江分校,692,否,50,373,124,128,133
松江区,上海市松江区天马山学校,上海市松江一中,701,否,50,388.5,132,122,132
松江区,上海市松江区天马山学校,上海外国语大学附属外国语学校松江云间中学,701.5,否,50,383.5,110,129,132
松江区,上海戏剧学院附属松江实验学校,上海市松江二中,744,否,50,405,135,126,144
松江区,上海戏剧学院附属松江实验学校,华东师范大学第二附属中学松江分校,738.5,否,50,404.5,137,129,140
松江区,上海戏剧学院附属松江实验学校,上海师范大学附属中学松江分校,734.5,否,50,400.5,139,123,140
松江区,上海戏剧学院附属松江实验学校,上海市松江一中,725,否,50,405,144,120,131
松江区,上海戏剧学院附属松江实验学校,上海外国语大学附属外国语学校松江云间中学,737,否,50,397.5,132,126,144
松江区,上海市西外外国语学校,上海市松江二中,754,否,50,419,144,133,141
松江区,上海市西外外国语学校,华东师范大学第二附属中学松江分校,759,否,50,414,136,133,147
松江区,上海市西外外国语学校,上海师范大学附属中学松江分校,735.5,否,50,399.5,134,125,142
松江区,上海市西外外国语学校,上海市松江一中,732,否,50,402.5,130,133,135
松江区,上海市西外外国语学校,上海外国语大学附属外国语学校松江云间中学,747,否,50,408,138,128,144
松江区,上海市松江一中附属叶榭学校,上海市松江二中,744,否,50,411,138,127,140
松江区,上海市松江一中附属叶榭学校,华东师范大学第二附属中学松江分校,760.5,否,50,417.5,146,126,149
松江区,上海市松江一中附属叶榭学校,上海师范大学附属中学松江分校,722,否,50,391,128,128,142
松江区,上海市松江一中附属叶榭学校,上海市松江一中,730.5,否,50,398.5,130,132,137
松江区,上海市松江一中附属叶榭学校,上海外国语大学附属外国语学校松江云间中学,734.5,否,50,401.5,134,128,141
松江区,上海外国语大学松江外国语学校,上海市松江二中,749.5,否,50,412.5,133,131,141
松江区,上海外国语大学松江外国语学校,华东师范大学第二附属中学松江分校,760,否,50,419,140,134,143
松江区,上海外国语大学松江外国语学校,上海师范大学附属中学松江分校,738,否,50,403,127,132,140
松江区,上海外国语大学松江外国语学校,上海市松江一中,731.5,否,50,400.5,138,120,140
松江区,上海外国语大学松江外国语学校,上海外国语大学附属外国语学校松江云间中学,744,否,50,420,144,132,130
松江区,东华大学附属实验学校,上海市松江二中,754,否,50,417,143,130,143
松江区,东华大学附属实验学校,华东师范大学第二附属中学松江分校,761.5,否,50,415.5,135,137,148
松江区,东华大学附属实验学校,上海师范大学附属中学松江分校,744.5,否,50,411,145,124,139
松江区,东华大学附属实验学校,上海市松江一中,735,否,50,413,132,137,132
松江区,东华大学附属实验学校,上海外国语大学附属外国语学校松江云间中学,746.5,否,50,409.5,136,133,144
松江区,上海赫贤学校,上海市松江二中,692,否,50,394.5,128,125,120
松江区,上海赫贤学校,华东师范大学第二附属中学松江分校,705.5,否,50,386.5,127,119,126
松江区,上海赫贤学校,上海师范大学附属中学松江分校,705.5,否,50,389,135,116,129.5
松江区,上海赫贤学校,上海市松江一中,687,否,50,379,128,112,126
松江区,上海赫贤学校,上海外国语大学附属外国语学校松江云间中学,709.5,否,50,392.5,126,127,125
松江区,华东政法大学附属松江实验学校,上海市松江二中,754,否,50,418,142,128,140
松江区,华东政法大学附属松江实验学校,华东师范大学第二附属中学松江分校,763.5,否,50,422.5,139,137,145
松江区,华东政法大学附属松江实验学校,上海师范大学附属中学松江分校,737.5,否,50,396.5,137,117,145
松江区,华东政法大学附属松江实验学校,上海市松江一中,734,否,50,406,135,125,135
松江区,华东政法大学附属松江实验学校,上海外国语大学附属外国语学校松江云间中学,747,否,50,407,140,128,145
松江区,上海师范大学松江科创实验学校,上海市松江二中,755,否,50,415,141,131,146
松江区,上海师范大学松江科创实验学校,华东师范大学第二附属中学松江分校,757,否,50,422,139,137,137
松江区,上海师范大学松江科创实验学校,上海师范大学附属中学松江分校,727,否,50,406,130,130,125
松江区,上海师范大学松江科创实验学校,上海市松江一中,728.5,否,50,401,126,129,133
松江区,上海师范大学松江科创实验学校,上海外国语大学附属外国语学校松江云间中学,739.5,否,50,408.5,142,123,138
松江区,上海市松江区新闵学校,上海交通大学附属中学,762,否,50,420,146,126,146
松江区,上海市松江区新闵学校,上海市松江二中,750,否,50,417,140,135,139
松江区,上海市松江区新闵学校,华东师范大学第二附属中学松江分校,760.5,否,50,421.5,146,131,148
松江区,上海市松江区新闵学校,上海师范大学附属中学松江分校,739,否,50,404,135,128,140
松江区,上海市松江区新闵学校,上海市松江一中,731.5,否,50,402.5,142,123,140
松江区,上海市松江区新闵学校,上海外国语大学附属外国语学校松江云间中学,743.5,否,50,409,142,124,143
松江区,上海师范大学附属松江实验学校,上海师范大学附属中学,737,否,50,404,142,120,138
松江区,上海师范大学附属松江实验学校,上海市松江二中,753,否,50,409,145,120,148
松江区,上海师范大学附属松江实验学校,华东师范大学第二附属中学松江分校,756,否,50,415.5,138,132,143
松江区,上海师范大学附属松江实验学校,上海师范大学附属中学松江分校,735.5,否,50,398.5,127,126,141
松江区,上海师范大学附属松江实验学校,上海市松江一中,729.5,否,50,392,129,120,146
松江区,上海师范大学附属松江实验学校,上海外国语大学附属外国语学校松江云间中学,739.5,否,50,397.5,122,129,142
松江区,上海工程技术大学附属松江泗泾实验学校,上海交通大学附属中学,766.5,否,50,421.5,146,129,148
松江区,上海工程技术大学附属松江泗泾实验学校,上海市松江二中,751,否,50,414,142,126,140
松江区,上海工程技术大学附属松江泗泾实验学校,华东师范大学第二附属中学松江分校,760.5,否,50,421.5,147,132,143
松江区,上海工程技术大学附属松江泗泾实验学校,上海师范大学附属中学松江分校,742.5,否,50,401.5,142,122,145
松江区,上海工程技术大学附属松江泗泾实验学校,上海市松江一中,735,否,50,408.5,134,127,130
松江区,上海工程技术大学附属松江泗泾实验学校,上海外国语大学附属外国语学校松江云间中学,749,否,50,410,139,128,143
松江区,上海市三新学校松江思贤分校,华东师范大学第二附属中学,764.5,否,50,423,144,134,147
松江区,上海市三新学校松江思贤分校,上海市松江二中,750.5,否,50,414,142,128,141
松江区,上海市三新学校松江思贤分校,华东师范大学第二附属中学松江分校,753,否,50,420,140,135,140
松江区,上海市三新学校松江思贤分校,上海师范大学附属中学松江分校,737.5,否,50,404.5,131,133,142
松江区,上海市三新学校松江思贤分校,上海市松江一中,733,否,50,396,130,122,146
松江区,上海市三新学校松江思贤分校,上海外国语大学附属外国语学校松江云间中学,738.5,否,50,404.5,135,126,140
松江区,上海师范大学松江未来实验学校,上海市松江二中,715,否,50,384,126,129,138
松江区,上海师范大学松江未来实验学校,华东师范大学第二附属中学松江分校,732,否,50,404,131,134,135
松江区,上海师范大学松江未来实验学校,上海师范大学附属中学松江分校,689.5,否,50,376,116,123,120
松江区,上海师范大学松江未来实验学校,上海市松江一中,692.5,否,50,370,96,130,129
松江区,上海师范大学松江未来实验学校,上海外国语大学附属外国语学校松江云间中学,708.5,否,50,383,117,123,136
松江区,上海市松江区洞泾外国语实验学,上海市松江二中,716.5,否,50,383.5,125,121,144
松江区,上海市松江区洞泾外国语实验学,华东师范大学第二附属中学松江分校,728.5,否,50,397.5,131,125,135
